unknown,auer1995a,"p. auer, n. cesa-bianchi, y. freund, and r. e. schapire,",,"gambling in a rigged casino: the adversarial multi-armed bandit problem,'",,"in proc. 36th annual symposium on foundations of computer science,","los alamitos, ca:","ieee computer society press,","1995,","pp. 322-331.",,,
unknown,goldman1991,"goldman, s. a. & kearns, m. j.",,"on the complexity of teaching.",,"proceedings of the fourth annual workshop on computational learning theory (pp.","santa cruz, ca:","morgan kaufmann.",(1991).,303-314).,,,
unknown,goldman1991,"s. a. goldman and m. j. kearns.",,"on the complexity of teaching.",,"in proc. 4th annu. workshop on comput. learning theory,","san mateo, ca,","morgan kaufmann,",1991,"pages 303-314.",,"to appear, journal of computer and system sciences.",
unknown,goldman1991,"sally a. goldman and michael j. kearns.",,"on the complexity of teaching.",,"in proceedings of the fourth annual workshop on computational learning theory,",,"morgan kaufmann,",1991,"pages 303-315.",,,august
unknown,goldman1991,"s. goldman and m. kearns.",,"on the complexity of teaching.",,"in proceedings of the fourth annual workshop on computational learning theory,","santa cruz, ca, august 1991.","morgan kaufmann.",,"pages 303-314,",,,
unknown,goldman1991,"s. goldman and m. kearns,",,"on the complexity of teaching',",,"in proc. of the fourth annual workshop on computational learning theory,","santa cruz, ca,","morgan kaufmann.","1991,","pp. 303-314,",,,august
unknown,goldman1991,"s. goldman and m. kearns.",,"on the complexity of teaching.",,"proceedings of the fourth annual workshop on computational learning theory,",,,1991,"pages 303-314,",,,
unknown,goldman1991,"goldman, s.a., and m.j. kearns.",,"(1991) on the complexity of teaching.",,,"colt 91.",,,,,,
unknown,goldman1991,"s.a goldman and m.j. kearns.",,"on the complexity of teaching.",,"proceedings of the fourth annual workshop on computational learning theory.",,"morgan kaufmann,",1991,,"in m.k. war-muth and leslie valiant, editors,",,
unknown,goldman1991,"s. a. goldman and m. j. kearns.",,"on the complexity of teaching.",,"in proc. 4th annu. workshop on comput. learning theory,","san mateo, ca,","morgan kaufmann,",1991,"pages 303-314.",,,
unknown,goldman1991,"goldman, s.a., and m.j. kearns,",,"on the complexity of teaching,'",,"proc. forth acm workshop on computational learning theory,",,,"1991,","pp. 303-314.",,,july
unknown,goldman1991,"sally a. goldman and michael j. kearns.",,"on the complexity of teaching.",,"in proceedings of the fourth annual workshop on computational learning theory,",,,1991,"pages 303-314,",,,august
unknown,goldman1991,"s. goldman and m. kearns.",,"on the complexity of teaching.",,"in colt-91,",,,1991,"pages 303314,",,,
unknown,goldman1991,"sally a. goldman and michael j. kearns.",,"on the complexity of teaching.",,"proceedings of the fourth annual workshop on computational learning theory,","santa cruz, ca, august 5-7 1991.","morgan kaufmann publishers.",,"pages 303-314,","in leslie g. valiant and manfred k. warmuth, editors,",,
unknown,goldman1993,"s. a. goldman, r. l. rivest, and r. e. schapire.",22(5),"learning binary relations and total orders.",,"siam journal on computing,",,,1993,"1006-1034,",,,october
unknown,goldman1993,"s. a. goldman, r. l. rivest, and r. e. schapire.",22(5),"learning binary relations and total orders.",,"siam journal on computing,",,,1993,"1006-1034,",,,october
unknown,goldman1993,"s. a. goldman, r. l. rivest, and r. e. schapire,","vol. 22, no. 5,","learning binary relations and total orders',",,"siam journal on computing,",,,1993,"pp. 1006-1034,",,,
unknown,goldman1993,"sally a. goldman, ronald l. rivest, and robert e. schapire.",22,"learning binary relations and total orders.",,"siam journal of computing,",,,1993,"1006-1034,",,,october
unknown,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",,"exact identification of read-once formulas using fixed points of amplification functions.",,"siam journal on computing,",,,(1993).,"22 , 705-726.",,,
unknown,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),"exact identification of circuits using fixed points of amplification functions.",,"siam j. comput.,",,,1993,"705-726,",,,august
unknown,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.","22 (1993),","exact identification of read-once formulas using fixed points of amplification functions.",,"siam journal on computing,",,,,705-726.,,,
unknown,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.","22 (1993),","exact identification of read-once formulas using fixed points of amplification functions.",,"siam journal on computing,",,,,705-726.,,,
unknown,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),"exact identification of circuits using fixed points of amplification functions.",,"siam j. comput.,",,,1993,"705-726,",,,august
unknown,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),"exact identification of read-once formulas using fixed points of amplification functions.",,"siam j. comput.,",,,1993,"705-726,",,,
unknown,goldman1993a,"sally a. goldman, michael j. kearns, and robert e. schapire.",22(4),"exact identifi-cation of circuits using fixed points of amplification functions.",,"siam journal on computing,",,,1993,"705-726,",,,august
unknown,goldman1993a,"sally a. goldman, michael j. kearns, and robert e. schapire.",22(4),"exact identifi cation of circuits using fixed points of amplification functions.",,"siam journal on computing,",,,1993,"705-726,",,,august
unknown,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),"exact identification of read-once formulas using fixed points of amplification functions.",,"siam j. comput.,",,,1993,"705-726,",,,
unknown,goldman1993a,"s. goldman, m. kearns, and r. schapire.",22(4),"exact identification of circuits using fixed points of amplification functions.",,"siam j. comput.,",,,1993,"705-726,",,,august
unknown,goldman1995,"s. a. goldman and m. j. kearns.",50(1),"on the complexity of teaching.",,"journal of computer and system sciences,",,,1995,"20-31,",,,
unknown,goldman1995,"goldman, s. a., & kearns, m. j.",,"on the complexity of teaching.",,"jcss 50(1):",,,(1995).,20-31.,,,
unknown,goldman1995,"s. a. goldman and m. j. kearns.",50(1),"on the complexity of teaching.",,"journal of computer and system sciences,",,,1995,"20-31,",,,february
unknown,goldman1995,"s. a. goldman and m. j. kearns.",50(1),"on the complexity of teaching.",,"journal of computer and system sciences,",,,1995,"20-31,",,,
unknown,goldman1995,"s. a. goldman and m. j. kearns.",50(1),"on the complexity of teaching.",,"journal of computer and system sciences,",,,1995,"20-31,",,,february
unknown,haussler1988,"d. haussler, m. kearns, n. littlestone, m. warmuth.",,"equivalence of models for polynomial learnability.","and university of california at santa cruz information sciences department,","technical report number ucsc-crl-88-06,",,"morgan kaufmann publishers,",1988,"pp. 42-55,",,,
unknown,haussler1988,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",,"equivalence of models for polynomial learnability.",,"information and computation.",,,1988,,,"to appear. a preliminary version is available in proceedings of the 1988 workshop on computational learning theory, pages 42-55,",
unknown,haussler1988,"d. haussler, m. kearns, n. littlestone, m. warmuth.",,"equivalence of models for polynomial learnability.","and university of california at santa cruz information sciences department,","technical report number ucsc-crl-88-06,",,"morgan kaufmann publishers,",1988,"pp. 42-55,",,,
unknown,haussler1988,"david haussler, michael kearns, nick littlestone, and manfred k. war-muth.",,"equivalence of models for polynomial learnability.",,"in proceedings of the 1988 workshop on computational learning theory,","cambridge, ma,",,1988,morgan-kaufmann.,,,august
unknown,haussler1988,"d. haussler, m. kearns, n. littlestone, m. warmuth.",,"equivalence of models for polynomial learnability.","and university of california at santa cruz information sciences department,","technical report number ucsc-crl-88-06,",,"morgan kaufmann publishers,",1988,"pp. 42-55,",,,
unknown,haussler1988,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",,"equivalence of models for polynomial learnability.",,"in proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann,",1988,"pages 42-55.",,,august
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95(2),"equivalence of models for polynomial learnability.",,"information and computation,",,,1991,"129-161,",,,december
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. war-muth.",95(2),"equivalence of models for polynomial learnability.",,"inform. comput.,",,,1991,"129-161,",,,december
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95(2),"equivalence of models for polynomial learnability.",,"inform. comput.,",,,1991,"129-161,",,,december
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95(2),"equivalence of models for polynomial learnability.",,"inform. comput.,",,,1991,"129-161,",,,december
unknown,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",95(2),"equivalence of models for polynomial learnability.",,"information and computation,",,,1991,"129-161,",,,december
unknown,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. war-muth.",95(2),"equivalence of models for polynomial learnability.",,"information and computation,",,,1991,"129-161,",,,december
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95,"equivalence of models for polynomial learnability.",,"information and computation,",,,1991,"129-161,",,,
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95(2),"equivalence of models for polynomial learnability.",,"inform. comput.,",,,1991,"129-161,",,,december
unknown,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",25(2),"equivalence of models for polynomial learnability.",,"information and computation,",,,1991,"129-161,",,,december
unknown,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",95(2),"equivalence of models for polynomial learnability.",,"information and computation,",,,1991,"129-161,",,,december
unknown,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",,"equivalence of models for polynomial learnability.",,"information and computation.",,,,,,"to appear.",
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95,"equivalence of models for polynomial learnability.",,"information and computation,",,,1991,"129-161,",,,
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95(2),"equivalence of models for polynomial learnability.",,"inform. comput.,",,,1991,"129-161,",,,december
unknown,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",95(2),"equivalence of models for polynomial learnability.",,"information and computation,",,,1991,"129-161,",,,december
unknown,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. war-muth.",,"equivalence of models for polynomial learnabil-ity. information and computation,",,,"95:129161,",,1991,,,,
